2021-06-25 13:05:00,5220.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-06-25 13:09:59,5218.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-06-25 13:14:59,5219.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-06-25 13:19:59,5218.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-06-25 13:24:59,5219.0,5219.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-06-25 13:29:59,5224.4,5220.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-06-25 13:34:59,5229.0,5222.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-06-25 13:39:59,5225.6,5223.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-06-25 13:44:59,5227.0,5225.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-06-25 13:49:59,5232.2,5227.64,5223.42,0.00,0.00,0.00,0.00,0.00,0.00
2021-06-25 13:54:59,5228.4,5228.44,5224.24,0.00,0.00,0.00,0.00,0.00,0.00
2021-06-25 13:59:59,5233.2,5229.28,5225.70,0.00,0.00,0.00,0.00,0.00,0.00
2021-06-25 14:04:59,5228.6,5229.88,5226.60,0.00,0.00,0.00,0.00,0.00,0.00
2021-06-25 14:09:59,5233.4,5231.16,5228.08,0.00,0.00,0.00,0.00,0.00,0.00
2021-06-25 14:14:59,5237.2,5232.16,5229.90,0.00,0.00,0.00,0.00,0.00,0.00
2021-06-25 14:19:59,5241.4,5234.76,5231.60,0.00,0.00,0.00,0.00,0.00,0.00
2021-06-25 14:24:58,5236.6,5235.44,5232.36,0.00,0.00,0.00,0.00,0.00,0.00
2021-06-25 14:29:59,5231.0,5235.92,5232.90,0.00,0.00,0.00,0.00,0.00,0.00
2021-06-25 14:34:59,5223.2,5233.88,5232.52,0.00,0.00,0.00,0.00,0.00,0.00
2021-06-25 14:39:59,5226.0,5231.64,5231.90,5227.66,0.00,0.00,0.00,0.00,0.00
2021-06-25 14:44:59,5223.4,5228.04,5231.40,5227.82,0.00,0.00,0.00,0.00,0.00
2021-06-25 14:49:59,5225.4,5225.80,5230.62,5228.16,0.00,0.00,0.00,0.00,0.00
2021-06-25 14:54:59,5224.6,5224.52,5230.22,5228.41,0.00,0.00,0.00,0.00,0.00
2021-06-25 14:59:59,5220.6,5224.00,5228.94,5228.51,0.00,0.00,0.00,0.00,0.00
2021-06-25 15:00:00,5220.0,5222.80,5227.22,5228.56,0.00,0.00,0.00,0.00,0.00
2021-06-28 09:34:58,5230.6,5224.24,5226.14,5228.87,0.00,0.00,0.00,0.00,0.00
2021-06-28 09:39:59,5225.0,5224.16,5224.98,5228.67,0.00,0.00,0.00,0.00,0.00
2021-06-28 09:44:59,5223.8,5224.00,5224.26,5228.58,0.00,0.00,0.00,0.00,0.00
2021-06-28 09:49:59,5218.6,5223.60,5223.80,5228.16,0.00,0.00,0.00,0.00,0.00
2021-06-28 09:54:59,5221.2,5223.84,5223.32,5227.61,5226.21,0.00,0.00,0.00,0.00
2021-06-28 09:59:59,5214.6,5220.64,5222.44,5226.92,5226.03,0.00,0.00,0.00,0.00
2021-06-28 10:04:59,5216.6,5218.96,5221.56,5226.09,5225.96,0.00,0.00,0.00,0.00
2021-06-28 10:09:59,5214.2,5217.04,5220.52,5225.37,5225.78,0.00,0.00,0.00,0.00
2021-06-28 10:14:59,5221.4,5217.60,5220.60,5224.77,5225.87,0.00,0.00,0.00,0.00
2021-06-28 10:19:59,5223.4,5218.04,5220.94,5224.08,5226.02,0.00,0.00,0.00,0.00
2021-06-28 10:24:59,5224.6,5220.04,5220.34,5223.24,5226.03,0.00,0.00,0.00,0.00
2021-06-28 10:29:59,5222.0,5221.12,5220.04,5222.51,5225.79,0.00,0.00,0.00,0.00
2021-06-28 10:34:59,5222.8,5222.84,5219.94,5222.10,5225.70,0.00,0.00,0.00,0.00
2021-06-28 10:39:59,5226.4,5223.84,5220.72,5222.26,5225.68,0.00,0.00,0.00,0.00
2021-06-28 10:44:59,5224.4,5224.04,5221.04,5222.18,5225.42,0.00,0.00,0.00,0.00
2021-06-28 10:49:59,5220.0,5223.12,5221.58,5222.01,5225.14,0.00,0.00,0.00,0.00
2021-06-28 10:54:59,5221.0,5222.92,5222.02,5221.79,5224.73,0.00,0.00,0.00,0.00
